,City,Population
1262,Foster City,33805
1263,Kearney,33790
1264,Dartmouth,33783
1265,Brooklyn Center,33782
1266,Menlo Park,33780
1267,Englewood,33659
1268,Goldsboro,33657
1269,Cottonwood Heights,33617
1270,Bethel Park,33577
1271,Bell,33559
1272,Plainfield,33535
1273,Los Gatos,33529
1274,Petersburg,33458
1275,Statesboro,33438
1276,Houma,33406
1277,Gillette,33403
1278,American Fork,33337
1279,Alabaster,33284
1280,Redmond,33274
1281,Franklin,33261
1282,Brownstown,33194
1283,Glendale Heights,33176
1284,Delta,33119
1285,Dana Point,33107
1286,Harker Heights,33097
1287,St Charles,33081
1288,Lawrence,33077
1289,Spring Valley,33066
1290,Salisbury,33050
1291,Kennesaw,33036
1292,Canton,32973
1293,Kiryas Joel,32954
1294,Kaysville,32945
1295,Panama City,32939
1296,Pullman,32901
1297,Des Moines,32888
1298,Elk Grove Village,32812
1299,Dover,32741
1300,Sherwood,32731
1301,Windsor,32716
1302,Beverly Hills,32701
1303,Goleta,32690
1304,Kingman,32689
1305,Bay City,32661
1306,Garfield,32655
1307,Dracut,32617
1308,Chester,32605
1309,Andover,32601
1310,Falmouth,32517
1311,Fairbanks,32515
1312,Desert Hot Springs,32512
1313,Rochester,32492
1314,Savage,32465
1315,North Olmsted,32442
1316,Wheat Ridge,32398
1317,Seaside,32366
1318,OFallon,32289
1319,Cibolo,32276
1320,Juneau,32255
1321,Carlsbad,32238
1322,Nacogdoches,32147
1323,Massillon,32146
1324,Syracuse,32141
1325,Rome,32127
1326,San Pablo,32127
1327,Ithaca,32108
1328,Helena,32091
1329,Needham,32091
1330,Michigan City,32075
1331,Aiken,32025
1332,Deptford,31977
1333,Atwater,31970
1334,Holladay,31965
1335,Florence,31946
1336,South Kingstown,31931
1337,Clearfield,31909
1338,Maryville,31907
1339,Willingboro,31889
1340,Duluth,31873
1341,Lawndale,31807
1342,Bangor,31753
1343,West Bend,31752
1344,Pekin,31731
1345,Dania Beach,31723
1346,Port Chester,31693
1347,Long Branch,31667
1348,Los Altos,31625
1349,Norwood,31611
1350,Poughkeepsie,31577
1351,Mundelein,31560
1352,Naugatuck,31519
1353,Paso Robles,31490
1354,SeaTac,31454
1355,Flint,31447
1356,Cornelius,31412
1357,Laramie,31407
1358,Oak Ridge,31402
1359,Elizabethtown,31394
1360,Burlingame,31386
1361,Shawnee,31377
1362,Laguna Hills,31374
1363,Cleburne,31352
1364,Tewksbury,31342
1365,La Verne,31334
1366,Livingston,31330
1367,North Royalton,31322
1368,Jackson,31309
1369,New Bern,31291
1370,Southlake,31265
1371,Hopkinsville,31180
1372,Garner,31159
1373,Northport,31125
1374,Ballwin,31103
1375,Nicholasville,31093
1376,Voorhees,31069
1377,Saratoga,31051
1378,Westfield,31032
1379,West Warwick,31012
1380,Opelika,30995
1381,White Lake,30950
1382,North Andover,30915
1383,Niles,30912
1384,Alamogordo,30898
1385,LaGrange,30858
1386,Weatherford,30854
1387,North Attleborough,30834
1388,Bowling Green,30808
1389,North Chicago,30759
1390,San Carlos,30722
1391,Gurnee,30706
1392,Princeton,30681
1393,Santa Paula,30657
1394,Lawrenceville,30629
1395,Zionsville,30603
1396,Newark,30601
1397,Newington,30536
1398,North Tonawanda,30496
1399,Miami Lakes,30467
1400,Morristown,30431
1401,Lafayette,30411
1402,Milford,30379
1403,Van Buren,30375
1404,Morgantown,30347
1405,Eagle,30346
1406,Middletown,30345
1407,Sanford,30261
1408,Monterey,30218
1409,Vernon,30215
1410,Highland Park,30176
1411,Prosper,30174
1412,Liberty,30167
1413,Chamblee,30164
1414,Nutley,30143
1415,New Smyrna Beach,30142
1416,Bella Vista,30104
1417,Salem,30089
1418,Laurel,30060
1419,Galesburg,30052
1420,East Windsor,30045
1421,Erie,30038
1422,East Palo Alto,30034
1423,Southgate,30014
1424,Raytown,30012
1425,Hazleton,29963
1426,Melrose,29817
1427,Fountain,29802
1428,Winter Park,29795
1429,Garfield Heights,29781
1430,Atascadero,29773
1431,Hobart,29752
1432,Parkersburg,29738
1433,Gloucester,29729
1434,Burton,29715
1435,Algonquin,29700
1436,Greenville,29670
1437,Schererville,29646
1438,Morrisville,29630
1439,Fitchburg,29609
1440,Fridley,29590
1441,Northampton,29571
1442,Johnston,29568
1443,Central,29565
1444,Oak Park,29560
1445,Rahway,29556
1446,Wellesley,29550
1447,Paragould,29537
1448,Suisun City,29518
1449,West Windsor,29518
1450,Banning,29505
1451,Windsor,29492
1452,Jacksonville,29477
1453,Kirkwood,29461
1454,Burbank,29439
1455,Shaker Heights,29439
1456,Matthews,29435
1457,Seguin,29433
1458,Texarkana,29387
1459,Englewood,29308
1460,Stoughton,29281
1461,Magna,29251
1462,Danville,29204
1463,Williston,29160
1464,Lansing,29076
1465,McDonough,29051
1466,Port Huron,28983
1467,Lake in the Hills,28982
1468,Brownsburg,28973
1469,Stockbridge,28973
1470,Russellville,28940
1471,Mount Olive,28886
1472,Newburgh,28856
1473,Glen Ellyn,28846
1474,West Springfield,28835
1475,Gaines,28812
1476,Casselberry,28794
1477,Slidell,28781
1478,Cheshire,28733
1479,Jamestown,28712
1480,Enterprise,28711
1481,Lathrop,28701
1482,Agawam,28692
1483,Independence,28676
1484,Lacey,28655
1485,Monroeville,28640
1486,Allen Park,28638
1487,Bridgewater,28633
1488,Milton,28630
1489,Saugus,28619
1490,Stafford,28617
1491,Bixby,28609
1492,Frankfort,28602
1493,New Iberia,28555
1494,Aberdeen,28495
1495,Saratoga Springs,28491
1496,Jeffersontown,28474
1497,Madison Heights,28468
1498,Hamtramck,28433
1499,Walnut,28430
1500,Statesville,28419
1501,Glen Cove,28365
1502,Belmont,28335
1503,Bergenfield,28321
1504,Marion,28310
1505,Oakdale,28303
1506,Maryland Heights,28284
1507,Branford,28273
1508,Kahului,28219
1509,Harrison,28218
1510,Kent,28215
1511,Lake Jackson,28177
1512,Wilmette,28170
1513,Greenville,28164
1514,Garden City,28151
1515,Eagle Pass,28130
1516,Easton,28127
1517,Mililani Town,28121
1518,Winchester,28120
1519,New Milford,28115
1520,Anderson,28106
1521,Clinton,28100
1522,Danvers,28087
1523,Twentynine Palms,28065
1524,Neptune,28061
1525,Maple Valley,28013
1526,Washington,27993
1527,Fredericksburg,27982
1528,Henderson,27981
1529,Ridgecrest,27959
1530,Tualatin,27942
1531,Plymouth,27938
1532,East Haven,27923
1533,Bernards,27830
1534,Chaska,27810
1535,Dodge City,27788
1536,Williamsport,27754
1537,Madison,27747
1538,Huntley,27740
1539,Mount Pleasant,27732
1540,North Kingstown,27732
1541,Bluffton,27716
1542,Delhi,27710
1543,Balch Springs,27685
1544,Rockledge,27678
1545,Ocean,27672
1546,Ramsey,27646
1547,Lemon Grove,27627
1548,Prior Lake,27617
1549,Marshalltown,27591
1550,Hutto,27577
1551,Ossining,27551
1552,Granite City,27549
1553,Millville,27491
1554,Hamilton,27484
1555,Chicago Heights,27480
1556,Oak Forest,27478
1557,Green,27475
1558,Converse,27466
1559,Daphne,27462
1560,Garden City,27380
1561,West Linn,27373
1562,New London,27367
1563,Mason City,27338
1564,Neenah,27319
1565,Wethersfield,27298
1566,Belmont,27295
1567,Bridgeton,27263
1568,Round Lake Beach,27252
1569,Wooster,27232
1570,New Lenox,27214
1571,Thomasville,27183
1572,Newtown,27173
1573,Asheboro,27156
1574,Lindenhurst,27148
1575,Bristol,27147
1576,Plum,27144
1577,Fremont,27141
1578,Westport,27141
1579,Paducah,27137
1580,McHenry,27135
1581,Crestview,27134
1582,Benicia,27131
1583,Pearl,27115
1584,Sachse,27103
1585,Alvin,27098
1586,Wakefield,27090
1587,Gladstone,27063
1588,Wheeling,27052
1589,Wasco,27047
1590,Lemoore,27038
1591,Leesburg,27000
1592,South Pasadena,26943
1593,Shoreview,26921
1594,South Windsor,26918
1595,Pemberton,26903
1596,Palm Springs,26890
1597,Auburn,26866
1598,Vernon Hills,26850
1599,Union City,26830
1600,Lebanon,26814
1601,Edwardsville,26808
1602,Florence,26785
1603,South Salt Lake,26777
1604,Superior,26751
1605,Carrollton,26738
1606,Horn Lake,26736
1607,Farmington,26712
1608,Paramus,26698
1609,Temple Terrace,26690
1610,Haines City,26669
1611,Wilsonville,26664
1612,Merrimack,26632
1613,Sanger,26617
1614,Allendale,26582
1615,Cabot,26569
1616,Wall,26525
1617,Elmira,26523
1618,Eureka,26512
1619,Randolph,26504
1620,South Portland,26498
1621,Mint Hill,26450
1622,Kernersville,26449
1623,Key West,26444
1624,Owatonna,26420
1625,Brawley,26416
1626,Homewood,26414
1627,Walpole,26383
1628,Burlington,26377
1629,East Chicago,26370
1630,Windsor,26344
1631,Norco,26316
1632,Clayton,26307
1633,Troy,26305
1634,Forest Grove,26225
1635,Grandview,26209
1636,Lodi,26206
1637,Austin,26174
1638,Big Spring,26144
1639,Imperial Beach,26137
1640,Trussville,26123
1641,Batavia,26098
1642,Lockport,26094
1643,Medina,26094
1644,Inkster,26088
1645,Camas,26065
1646,Colleyville,26057
1647,Bessemer,26019
1648,Hercules,26016
1649,Rockville Centre,26016
1650,Woodburn,26013
1651,Ridgewood,25979
1652,El Cerrito,25962
1653,Jenks,25949
1654,Winona,25948
1655,Chanhassen,25947
1656,West Melbourne,25924
1657,Mansfield,25892
1658,Elk River,25835
1659,Londonderry,25826
1660,Marshfield,25825
1661,Staunton,25750
1662,Mercer Island,25748
1663,Pooler,25711
1664,Ewa Gentry,25707
1665,Cliffside Park,25693
1666,Maplewood,25684
1667,Dickinson,25679
1668,Alton,25676
1669,Stevens Point,25666
1670,Rosemount,25650
1671,Blackman,25642
1672,Woodstock,25630
1673,Derby,25625
1674,West Chicago,25614
1675,Marysville,25571
1676,Ottumwa,25529
1677,Reading,25518
1678,Mahwah,25487
1679,Venice,25463
1680,Hazelwood,25458
1681,Xenia,25441
1682,Moscow,25435
1683,Peekskill,25431
1684,Oxford,25416
1685,Barstow,25415
1686,De Pere,25410
1687,Athens,25406
1688,Kingsville,25402
1689,Hudson,25394
1690,Lafayette,25391
1691,Galt,25383
1692,Dedham,25364
1693,Caledonia,25361
1694,Tumwater,25350
1695,Salem,25346
1696,Rockaway,25341
1697,Belvidere,25339
1698,Carteret,25326
1699,Franklin,25313
1700,Morton Grove,25297
1701,University Park,25278
1702,Seal Beach,25242
1703,Reedley,25227
1704,Avon Lake,25206
1705,Barberton,25191
1706,Romulus,25178
1707,Newport,25163
1708,Hastings,25152
1709,Moses Lake,25146
1710,Mequon,25142
1711,Brandon,25138
1712,Maywood,25138
1713,Newberg,25138
1714,Walker,25132
1715,Tarpon Springs,25117
1716,Corsicana,25109
1717,Sandusky,25095
1718,Sugar Hill,25076
1719,Easton,25058
1720,Wyandotte,25058
1721,Sebastian,25054
1722,Perrysburg,25041
1723,Ridgefield,25033
1724,Muskego,25032
1725,Norton Shores,25030
1726,Yarmouth,25023
1727,Scotch Plains,24968
1728,Norfolk,24955
1729,Decatur,24928
1730,Soledad,24925
1731,Greenbelt,24921
1732,White Bear Lake,24883
1733,Fort Dodge,24871
1734,Riverbank,24865
1735,West Milford,24862
1736,San Benito,24861
1737,Conway,24849
1738,Avon,24847
1739,Bainbridge Island,24825
1740,Melrose Park,24796
1741,Loma Linda,24791
1742,Zanesville,24765
1743,Ardmore,24725
1744,Mauldin,24724
1745,Watertown,24685
1746,Selma,24674
1747,Herndon,24655
1748,Zion,24655
1749,Westford,24643
1750,Oak Harbor,24622
1751,Dinuba,24563
1752,Kalispell,24558
1753,Homer Glen,24543
1754,Farmington,24531
1755,Elmwood Park,24521
1756,Fort Mill,24521
1757,Benbrook,24520
1758,West Memphis,24520
1759,Simsbury,24517
1760,Medford,24497
1761,Denison,24479
1762,Paris,24476
1763,Riverside,24474
1764,Clinton,24469
1765,Faribault,24453
1766,Palmetto Bay,24439
1767,Westmont,24429
1768,Windham,24425
1769,Ponca City,24424
1770,North Augusta,24379
1771,Canton,24370
1772,Collinsville,24366
1773,Auburn Hills,24360
1774,Starkville,24360
1775,Ridgeland,24340
1776,South Plainfield,24338
1777,Pelham,24318
1778,Harrison,24314
1779,Barnegat,24296
1780,Hingham,24284
1781,Kerrville,24278
1782,Solon,24262
1783,North Haven,24253
1784,Middleborough,24245
1785,Centerville,24240
1786,Lisle,24223
1787,Mandan,24206
1788,Rolling Meadows,24200
1789,Papillion,24159
1790,Fairfax,24146
1791,Emporia,24139
1792,Columbus,24084
1793,Plainsboro,24084
1794,Kingston,24069
1795,Johnston,24064
1796,Auburn,24061
1797,Kankakee,24052
1798,Columbus,24028
1799,Acton,24021
1800,Kuna,24011
1801,Webster Groves,24010
1802,Wadsworth,24007
1803,Highland,23984
1804,Burlington,23983
1805,Burlington,23982
1806,Freeport,23973
1807,Willoughby,23959
1808,Belton,23953
1809,San Fernando,23946
1810,Waukee,23940
1811,Champlin,23919
1812,Kenmore,23914
1813,Munster,23894
1814,Saginaw,23890
1815,South Elgin,23865
1816,Mansfield,23860
1817,Athens,23849
1818,Cranford,23847
1819,Jacksonville Beach,23830
1820,Fountain Hills,23820
1821,Muscatine,23797
1822,Patterson,23781
1823,Oshtemo,23747
1824,Happy Valley,23733
1825,Maple Heights,23701
1826,Montgomery,23690
1827,Roseburg,23683
1828,Watauga,23650
1829,Farmington,23632
1830,Yukon,23630
1831,Lexington,23568
1832,Shelbyville,23557
1833,Rock Springs,23526
1834,Maywood,23512
1835,Farragut,23506
1836,Greenfield,23488
1837,Griffin,23478
1838,Forney,23455
1839,New Brighton,23454
1840,Raritan,23447
1841,Pottstown,23433
1842,Loves Park,23397
1843,Marshall,23392
1844,North Platte,23390
1845,Clinton,23386
1846,Brookings,23377
1847,Westerly,23359
1848,Simpsonville,23354
1849,Wilmington,23349
1850,Christiansburg,23348
1851,Crystal,23330
1852,Bedford,23322
1853,Wareham,23303
1854,Gardner,23287
1855,Garden City,23272
1856,Lyon,23271
1857,Nixa,23257
1858,Stoneham,23244
1859,Calabasas,23241
1860,Van Buren,23218
1861,Millbrae,23216
1862,Middletown,23192
1863,Eustis,23189
1864,Cartersville,23187
1865,Oakdale,23181
1866,Glassboro,23149
1867,Hudson,23110
1868,Edgewater,23097
1869,Pickerington,23094
1870,Trotwood,23070
1871,Hialeah Gardens,23068
1872,Belton,23054
1873,Keene,23047
1874,Radcliff,23042
1875,Oxford,23035
1876,Hopewell,23033
1877,Laguna Beach,23032
1878,Morris,22974
1879,Winchester,22970
1880,Prairie Village,22957
1881,Machesney Park,22950
1882,Roxbury,22950
1883,Raymore,22941
1884,Searcy,22937
1885,Junction City,22932
1886,Watertown,22926
1887,Easley,22921
1888,Leland,22908
1889,Roselle,22897
1890,Fernley,22895
1891,Cudahy,22811
1892,North Plainfield,22808
1893,Kalamazoo,22777
1894,Summit,22719
1895,Roselle,22695
1896,Duncan,22692
1897,Watertown,22655
1898,Corinth,22634
1899,Central Falls,22583
1900,Blue Island,22558
1901,Biddeford,22552
1902,Golden Valley,22552
1903,Greenwood,22545
1904,Lincoln,22529
1905,Lyndhurst,22519
1906,Bristol,22493
1907,Horizon City,22489
1908,Bonney Lake,22487
1909,East Peoria,22484
1910,Fairhope,22477
1911,La Porte,22471
1912,Mountain Brook,22461
1913,Hillside,22456
1914,Montville,22450
1915,Acworth,22440
1916,Oxford,22419
1917,Albertville,22386
1918,Bloomingdale,22382
1919,Marina,22359
1920,Vernon,22358
1921,Sunny Isles Beach,22342
1922,Corcoran,22339
1923,Clarksville,22333
1924,Coralville,22318
1925,Villa Park,22263
1926,DeBary,22260
1927,West Deptford,22197
1928,Waynesboro,22196
1929,Secaucus,22181
1930,East Ridge,22167
1931,Ruston,22166
1932,Evans,22165
1933,Hastings,22154
1934,Scarborough,22135
1935,Smithfield,22118
1936,Watertown,22105
1937,Essex,22094
1938,Guilford,22073
1939,Oxford,22069
1940,Chillicothe,22059
1941,Lower,22057
1942,Darien,22011
1943,Pascagoula,22010
1944,New Hope,21986
1945,Sanford,21982
1946,Columbia Heights,21973
1947,Portsmouth,21956
1948,Port Hueneme,21954
1949,Sapulpa,21929
1950,New Castle,21926
1951,Shelby,21918
1952,North Salt Lake,21907
1953,Chambersburg,21903
1954,Gallup,21899
1955,Katy,21894
1956,South Euclid,21883
1957,Carbondale,21857
1958,American Canyon,21837
1959,Middleton,21827
1960,Del City,21822
1961,Birmingham,21813
1962,Klamath Falls,21813
1963,Sulphur,21809
1964,Tukwila,21798
1965,Brunswick,21756
1966,Rocky River,21755
1967,Yucca Valley,21738
1968,Duarte,21727
1969,Sedalia,21725
1970,Millburn,21710
1971,Mount Pleasant,21688
1972,Park Forest,21687
1973,Alliance,21672
1974,Lindenwold,21641
1975,Ashland,21625
1976,Vicksburg,21573
1977,Seymour,21569
1978,Westborough,21567
1979,Anniston,21564
1980,Mukilteo,21538
1981,Bloomfield,21535
1982,Yorkville,21533
1983,Baldwin,21510
1984,Darien,21499
1985,Avon,21474
1986,South Holland,21465
1987,Dolton,21426
1988,Kihei,21423
1989,Elmwood Park,21422
1990,Kapolei,21411
1991,Lino Lakes,21399
1992,Geneva,21393
1993,East Moline,21374
1994,Ashland,21360
1995,Moorestown,21355
1996,South Lake Tahoe,21330
1997,Carrboro,21295
1998,Gardner,21287
1999,Mountlake Terrace,21286
2000,Ozark,21284
2001,Pleasant Prairie,21250
2002,Grayslake,21248
2003,Louisville,21226
2004,Hyattsville,21187
2005,Clemmons,21163
2006,Milwaukie,21119
2007,Hays,21116
2008,Payson,21101
2009,Mililani Mauka,21075
2010,Willmar,21015
2011,Murphy,21013
2012,Murrysville,21006
2013,Ludlow,21002
2014,Mill Creek,20926
2015,Fort Walton Beach,20922
2016,Lomita,20921
2017,Germantown,20917
2018,North Ogden,20916
2019,Helena,20914
2020,Stephenville,20897
2021,Lockport,20876
2022,Parma Heights,20863
2023,Arnold,20858
2024,Dickinson,20847
2025,Rocky Hill,20845
2026,Lebanon,20841
2027,Bethany,20831
2028,Mineola,20800
2029,South Milwaukee,20795
2030,Northfield,20790
2031,Suwanee,20786
2032,Little Egg Harbor,20784
2033,Covington,20777
2034,South St Paul,20759
2035,Battle Ground,20743
2036,Bryant,20663
2037,Ypsilanti,20648
2038,Pittsburg,20646
2039,Adrian,20645
2040,Marquette,20629
2041,Pleasantville,20629
2042,Perry,20624
2043,New Canaan,20622
2044,West St Paul,20615
2045,Forest Lake,20611
2046,Sidney,20589
2047,Genesee,20581
2048,Libertyville,20579
2049,La Canada Flintridge,20573
2050,Snellville,20573
2051,Elko,20564
2052,Jefferson,20538
2053,Waxhaw,20534
2054,North Liberty,20479
2055,Mesquite,20471
2056,Monroe,20462
2057,Crest Hill,20459
2058,Bourne,20452
2059,Sherwood,20450
2060,Marblehead,20441
2061,Lynbrook,20438
2062,Westbrook,20400
2063,Golden,20399
2064,Portland,20383
2065,Saco,20381
2066,Middle,20380
2067,Bethel,20358
2068,Piqua,20354
2069,Mayfield Heights,20351
2070,Tullahoma,20339
2071,Foley,20335
2072,Hanahan,20325
2073,Harvey,20324
2074,Painesville,20312
2075,St John,20303
2076,Agoura Hills,20299
2077,Frankfort,20296
2078,Palisades Park,20292
